gene_id	entrez_id	gene_name	symbol	analysis_group
elapor1	449761	endosome-lysosome associated apoptosis and autophagy regulator 1	elapor1	00_All_Treatments
cipca	100535864	CLOCK-interacting pacemaker a	cipca	00_All_Treatments
rsl24d1	406266	ribosomal L24 domain containing 1	rsl24d1	00_All_Treatments
coil	58024	coilin p80	coil	00_All_Treatments
si:ch211-283g2.1	569007	si:ch211-283g2.1	si:ch211-283g2.1	00_All_Treatments
admb	570100	adrenomedullin b	admb	00_All_Treatments
ska3	570479	spindle and kinetochore associated complex subunit 3	ska3	00_All_Treatments
gaa2	100332784	alpha glucosidase 2	gaa2	00_All_Treatments
fap	565888	fibroblast activation protein, alpha	fap	00_All_Treatments
si:dkey-224e22.2	799022	si:dkey-224e22.2	si:dkey-224e22.2	00_All_Treatments
ugt5b6	678597	UDP glucuronosyltransferase 5 family, polypeptide B6	ugt5b6	00_All_Treatments
slc28a1	571287	solute carrier family 28 member 1	slc28a1	00_All_Treatments
si:ch1073-214b20.2	799838	si:ch1073-214b20.2	si:ch1073-214b20.2	00_All_Treatments
ccnj	557593	cyclin J	ccnj	00_All_Treatments
slc6a19a.2	100334171	solute carrier family 6 member 19a, tandem duplicate 2	slc6a19a.2	00_All_Treatments
lmnl3	195817	lamin L3	lmnl3	00_All_Treatments
net1	493607	neuroepithelial cell transforming 1	net1	00_All_Treatments
spata6l	393384	spermatogenesis associated 6-like	spata6l	00_All_Treatments
tcp1	30477	t-complex 1	tcp1	00_All_Treatments
dennd5b	323528	DENN/MADD domain containing 5B	dennd5b	00_All_Treatments
nptx1l	405872	neuronal pentraxin 1 like	nptx1l	00_All_Treatments
slc17a5	767760	solute carrier family 17 member 5	slc17a5	00_All_Treatments
tmprss2	494080	transmembrane serine protease 2	tmprss2	00_All_Treatments
mfsd12b	564425	major facilitator superfamily domain containing 12b	mfsd12b	00_All_Treatments
capn2b	563053	calpain 2, (m/II) large subunit b	capn2b	00_All_Treatments
tmem106a	407612	transmembrane protein 106A	tmem106a	00_All_Treatments
blnk	405764	B cell linker	blnk	00_All_Treatments
insig1	334189	insulin induced gene 1	insig1	00_All_Treatments
galnt11	558716	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	galnt11	00_All_Treatments
osbpl2b	334206	oxysterol binding protein-like 2b	osbpl2b	00_All_Treatments
grtp1b	550508	growth hormone regulated TBC protein 1b	grtp1b	00_All_Treatments
unm_sa911	100334992	un-named sa911	unm_sa911	00_All_Treatments
si:ch211-122f10.4	792966	si:ch211-122f10.4	si:ch211-122f10.4	00_All_Treatments
xcr1a.1	553500	chemokine (C motif) receptor 1a, duplicate 1	xcr1a.1	00_All_Treatments
herc56.2	794323	HECT and RLD domain containing E3 ubiquitin protein ligase 56.2	herc56.2	00_All_Treatments
ankhb	323738	ANKH inorganic pyrophosphate transport regulator b	ankhb	00_All_Treatments
zgc:110366	550476	zgc:110366	zgc:110366	00_All_Treatments
rln1	100996239	relaxin 1	rln1	00_All_Treatments
ntd5	386628	ntl-dependent gene 5	ntd5	00_All_Treatments
hs6st1a	553162	heparan sulfate 6-O-sulfotransferase 1a	hs6st1a	00_All_Treatments
slc22a6l	404609	solute carrier family 22 member 6, like	slc22a6l	00_All_Treatments
slc13a3	405838	solute carrier family 13 member 3	slc13a3	00_All_Treatments
dpp7	503737	dipeptidyl-peptidase 7	dpp7	00_All_Treatments
slc16a5b	794371	solute carrier family 16 member 5b	slc16a5b	00_All_Treatments
cltrn	402976	collectrin, amino acid transport regulator	cltrn	00_All_Treatments
ptgs2a	246227	prostaglandin-endoperoxide synthase 2a	ptgs2a	00_All_Treatments
unga	393949	uracil DNA glycosylase a	unga	00_All_Treatments
gvin1l	108182776	GTPase, very large interferon inducible 1, like	gvin1l	00_All_Treatments
med29	797134	mediator complex subunit 29	med29	00_All_Treatments
ston2	619262	stonin 2	ston2	00_All_Treatments
mxg	360148	myxovirus (influenza virus) resistance G	mxg	00_All_Treatments
casp6a	552927	caspase 6, apoptosis-related cysteine peptidase a	casp6a	00_All_Treatments
zgc:194655	794380	zgc:194655	zgc:194655	00_All_Treatments
eif4ebp3l	324490	eukaryotic translation initiation factor 4E binding protein 3, like	eif4ebp3l	00_All_Treatments
si:ch211-217k17.12	559555	si:ch211-217k17.12	si:ch211-217k17.12	00_All_Treatments
LOC100150882	100150882	uncharacterized LOC100150882	LOC100150882	00_All_Treatments
pim2	58054	Pim-2 proto-oncogene, serine/threonine kinase	pim2	00_All_Treatments
si:ch211-284e13.11	100333052	si:ch211-284e13.11	si:ch211-284e13.11	00_All_Treatments
si:dkey-16l2.20	100000168	si:dkey-16l2.20	si:dkey-16l2.20	00_All_Treatments
ppdpfa	338304	pancreatic progenitor cell differentiation and proliferation factor a	ppdpfa	00_All_Treatments
si:dkey-172o19.2	100000812	si:dkey-172o19.2	si:dkey-172o19.2	00_All_Treatments
zgc:110319	796111	zgc:110319	zgc:110319	00_All_Treatments
pex26	334644	peroxisomal biogenesis factor 26	pex26	00_All_Treatments
fdft1	571911	farnesyl-diphosphate farnesyltransferase 1	fdft1	00_All_Treatments
si:dkey-111e8.5	566993	si:dkey-111e8.5	si:dkey-111e8.5	00_All_Treatments
npsn	404039	nephrosin	npsn	00_All_Treatments
LOC100150003	100150003	uncharacterized LOC100150003	LOC100150003	00_All_Treatments
rsad2	570456	radical S-adenosyl methionine domain containing 2	rsad2	00_All_Treatments
nudc	393893	nudC nuclear distribution protein	nudc	00_All_Treatments
lsm3	100535720	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	lsm3	00_All_Treatments
ss18l2	550446	ss18, like 2	ss18l2	00_All_Treatments
nup160	393635	nucleoporin 160	nup160	00_All_Treatments
rgs12a	570516	regulator of G protein signaling 12a	rgs12a	00_All_Treatments
selenoh	347743	selenoprotein H	selenoh	00_All_Treatments
cox6a1	335774	cytochrome c oxidase subunit 6A1	cox6a1	00_All_Treatments
b9d2	436667	B9 domain containing 2	b9d2	00_All_Treatments
casp6b.1	791531	caspase 6b.1, apoptosis-related cysteine peptidase	casp6b.1	00_All_Treatments
serhl	322648	serine hydrolase like	serhl	00_All_Treatments
psma6a	171585	proteasome 20S subunit alpha 6a	psma6a	00_All_Treatments
casp8	58022	caspase 8, apoptosis-related cysteine peptidase	casp8	00_All_Treatments
uap1l1	393264	UDP-N-acetylglucosamine pyrophosphorylase 1, like 1	uap1l1	00_All_Treatments
ogfod1	324573	2-oxoglutarate and iron-dependent oxygenase domain containing 1	ogfod1	00_All_Treatments
sh3glb2a	402885	SH3-domain GRB2-like endophilin B2a	sh3glb2a	00_All_Treatments
mns1	573382	meiosis-specific nuclear structural 1	mns1	00_All_Treatments
eny2	436700	ENY2 transcription and export complex 2 subunit	eny2	00_All_Treatments
il13	794053	interleukin 13	il13	00_All_Treatments
tra2a	393388	transformer 2 alpha homolog	tra2a	00_All_Treatments
tdp1	571485	tyrosyl-DNA phosphodiesterase 1	tdp1	00_All_Treatments
il12rb1	101883301	interleukin 12 receptor subunit beta 1	il12rb1	00_All_Treatments
si:ch73-367f21.4	560465	si:ch73-367f21.4	si:ch73-367f21.4	00_All_Treatments
ftr54	799511	finTRIM family, member 54	ftr54	00_All_Treatments
hddc3	550533	HD domain containing 3	hddc3	00_All_Treatments
usp11	568334	ubiquitin specific peptidase 11	usp11	00_All_Treatments
alg8	327601	ALG8 alpha-1,3-glucosyltransferase	alg8	00_All_Treatments
sf3b6	415157	splicing factor 3b, subunit 6	sf3b6	00_All_Treatments
gpr4	563762	G protein-coupled receptor 4	gpr4	00_All_Treatments
ghdc	497449	GH3 domain containing	ghdc	00_All_Treatments
recql	566018	RecQ helicase-like	recql	00_All_Treatments
zdhhc24	436596	zinc finger DHHC-type containing 24	zdhhc24	00_All_Treatments
slc13a5a	503788	solute carrier family 13 member 5a	slc13a5a	00_All_Treatments
psmc1a	336786	proteasome 26S subunit, ATPase 1a	psmc1a	00_All_Treatments
spag7	394100	sperm associated antigen 7	spag7	00_All_Treatments
cops8	393198	COP9 signalosome subunit 8	cops8	00_All_Treatments
psmc2	393941	proteasome 26S subunit, ATPase 2	psmc2	00_All_Treatments
hcn3	560709	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	hcn3	00_All_Treatments
klhl36	553604	kelch-like family member 36	klhl36	00_All_Treatments
chchd4a	445144	coiled-coil-helix-coiled-coil-helix domain containing 4a	chchd4a	00_All_Treatments
aagab	436696	alpha and gamma adaptin binding protein	aagab	00_All_Treatments
usp38	563778	ubiquitin specific peptidase 38	usp38	00_All_Treatments
zcchc14	796219	zinc finger, CCHC domain containing 14	zcchc14	00_All_Treatments
dnaaf5	100333660	dynein axonemal assembly factor 5	dnaaf5	00_All_Treatments
ckbb	140744	creatine kinase, brain b	ckbb	00_All_Treatments
myorg	100537539	myogenesis regulating glycosidase (putative)	myorg	00_All_Treatments
myo5ab	565267	myosin VAb	myo5ab	00_All_Treatments
naa40	550325	N-alpha-acetyltransferase 40, NatD catalytic subunit	naa40	00_All_Treatments
hsd11b2	334098	hydroxysteroid (11-beta) dehydrogenase 2	hsd11b2	00_All_Treatments
trip13	393554	thyroid hormone receptor interactor 13	trip13	00_All_Treatments
si:dkey-174n20.1	796174	si:dkey-174n20.1	si:dkey-174n20.1	00_All_Treatments
drosha	567505	drosha ribonuclease III	drosha	00_All_Treatments
ubfd1	562437	ubiquitin family domain containing 1	ubfd1	00_All_Treatments
si:ch211-161h7.5	569866	si:ch211-161h7.5	si:ch211-161h7.5	00_All_Treatments
pald1a	368369	phosphatase domain containing paladin 1a	pald1a	00_All_Treatments
ankdd1a	569271	ankyrin repeat and death domain containing 1A	ankdd1a	00_All_Treatments
zgc:162952	555791	zgc:162952	zgc:162952	00_All_Treatments
zgc:162707	100002095	zgc:162707	zgc:162707	00_All_Treatments
spsb1	334190	splA/ryanodine receptor domain and SOCS box containing 1	spsb1	01_Parasite_Exposure_Response
mtus1b	557250	microtubule associated tumor suppressor 1b	mtus1b	01_Parasite_Exposure_Response
si:dkey-286h2.3	790965	si:dkey-286h2.3	si:dkey-286h2.3	01_Parasite_Exposure_Response
znf692	565874	zinc finger protein 692	znf692	01_Parasite_Exposure_Response
rfc3	259256	replication factor C (activator 1) 3	rfc3	01_Parasite_Exposure_Response
bbc3	751763	BCL2 binding component 3	bbc3	01_Parasite_Exposure_Response
gng10	796780	guanine nucleotide binding protein (G protein), gamma 10	gng10	01_Parasite_Exposure_Response
pdk2a	794083	pyruvate dehydrogenase kinase 2a	pdk2a	01_Parasite_Exposure_Response
uqcc6	100190888	ubiquinol-cytochrome c reductase complex assembly factor 6	uqcc6	01_Parasite_Exposure_Response
slc25a44a	492478	solute carrier family 25 member 44a	slc25a44a	01_Parasite_Exposure_Response
nrbp2b	562626	nuclear receptor binding protein 2b	nrbp2b	01_Parasite_Exposure_Response
sco2	606683	synthesis of cytochrome C oxidase 2	sco2	01_Parasite_Exposure_Response
idh2	386951	isocitrate dehydrogenase (NADP(+)) 2	idh2	01_Parasite_Exposure_Response
mtrex	406795	Mtr4 exosome RNA helicase	mtrex	01_Parasite_Exposure_Response
ing5b	368450	inhibitor of growth family, member 5b	ing5b	01_Parasite_Exposure_Response
prpf31	393476	PRP31 pre-mRNA processing factor 31 homolog (yeast)	prpf31	01_Parasite_Exposure_Response
gtdc1	550132	glycosyltransferase-like domain containing 1	gtdc1	01_Parasite_Exposure_Response
LOC100006250	100006250	annexin A2-A-like	LOC100006250	01_Parasite_Exposure_Response
aaas	378454	achalasia, adrenocortical insufficiency, alacrimia	aaas	01_Parasite_Exposure_Response
uchl5	406357	ubiquitin carboxyl-terminal hydrolase L5	uchl5	01_Parasite_Exposure_Response
hephl1b	101886332	hephaestin-like 1b	hephl1b	01_Parasite_Exposure_Response
cdk10	550285	cyclin dependent kinase 10	cdk10	01_Parasite_Exposure_Response
ncbp1	101885456	nuclear cap binding protein subunit 1	ncbp1	01_Parasite_Exposure_Response
recql4	567383	RecQ helicase-like 4	recql4	01_Parasite_Exposure_Response
ciao1	795104	cytosolic iron-sulfur assembly component 1	ciao1	01_Parasite_Exposure_Response
commd9	562660	COMM domain containing 9	commd9	01_Parasite_Exposure_Response
zgc:77262	402952	zgc:77262	zgc:77262	01_Parasite_Exposure_Response
srpk1b	791187	SRSF protein kinase 1b	srpk1b	01_Parasite_Exposure_Response
rmi1	393149	RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)	rmi1	01_Parasite_Exposure_Response
haus6	558814	HAUS augmin-like complex, subunit 6	haus6	01_Parasite_Exposure_Response
prps1b	560827	phosphoribosyl pyrophosphate synthetase 1B	prps1b	01_Parasite_Exposure_Response
psmc4	326884	proteasome 26S subunit, ATPase 4	psmc4	01_Parasite_Exposure_Response
nsfl1c	492805	NSFL1 (p97) cofactor (p47)	nsfl1c	01_Parasite_Exposure_Response
si:ch211-165i18.2	100149646	si:ch211-165i18.2	si:ch211-165i18.2	01_Parasite_Exposure_Response
tardbpb	325052	TAR DNA binding protein b	tardbpb	01_Parasite_Exposure_Response
rbm12bb	334496	RNA binding motif protein 12Bb	rbm12bb	01_Parasite_Exposure_Response
denr	436970	density-regulated protein	denr	01_Parasite_Exposure_Response
dmap1	393225	DNA methyltransferase 1 associated protein 1	dmap1	01_Parasite_Exposure_Response
psmd4a	415202	proteasome 26S subunit ubiquitin receptor, non-ATPase 4a	psmd4a	01_Parasite_Exposure_Response
pigf	402942	phosphatidylinositol glycan anchor biosynthesis, class F	pigf	01_Parasite_Exposure_Response
psmd6	393261	proteasome 26S subunit, non-ATPase 6	psmd6	01_Parasite_Exposure_Response
fus	394058	FUS RNA binding protein	fus	01_Parasite_Exposure_Response
psmd1	554967	proteasome 26S subunit, non-ATPase 1	psmd1	01_Parasite_Exposure_Response
psmd2	393518	proteasome 26S subunit ubiquitin receptor, non-ATPase 2	psmd2	01_Parasite_Exposure_Response
ssbp1	550504	single-stranded DNA binding protein 1	ssbp1	01_Parasite_Exposure_Response
igbp1	406843	immunoglobulin (CD79A) binding protein 1	igbp1	01_Parasite_Exposure_Response
ppp1r11	550290	protein phosphatase 1, regulatory (inhibitor) subunit 11	ppp1r11	01_Parasite_Exposure_Response
tubb4b	336681	tubulin, beta 4B class IVb	tubb4b	01_Parasite_Exposure_Response
lonp1	563257	lon peptidase 1, mitochondrial	lonp1	01_Parasite_Exposure_Response
gfpt1	567861	glutamine--fructose-6-phosphate transaminase 1	gfpt1	01_Parasite_Exposure_Response
tuba8l4	393154	tubulin, alpha 8 like 4	tuba8l4	01_Parasite_Exposure_Response
psmd3	393544	proteasome 26S subunit, non-ATPase 3	psmd3	01_Parasite_Exposure_Response
imp4	436992	IMP U3 small nucleolar ribonucleoprotein 4	imp4	01_Parasite_Exposure_Response
pfkpa	560944	phosphofructokinase, platelet a	pfkpa	01_Parasite_Exposure_Response
nom1	557585	nucleolar protein with MIF4G domain 1	nom1	01_Parasite_Exposure_Response
h2ax	394048	H2A.X variant histone	h2ax	01_Parasite_Exposure_Response
mmp25b	100333601	matrix metallopeptidase 25b	mmp25b	01_Parasite_Exposure_Response
mcts1	394046	MCTS1 re-initiation and release factor	mcts1	01_Parasite_Exposure_Response
csf3r	100134935	colony stimulating factor 3 receptor	csf3r	01_Parasite_Exposure_Response
zgc:85858	405879	zgc:85858	zgc:85858	01_Parasite_Exposure_Response
h3f3a	406269	H3 histone, family 3A	h3f3a	01_Parasite_Exposure_Response
mrpl33	100536515	mitochondrial ribosomal protein L33	mrpl33	01_Parasite_Exposure_Response
arf2b	327026	ADP-ribosylation factor 2b	arf2b	01_Parasite_Exposure_Response
tars1	449661	threonyl-tRNA synthetase 1	tars1	01_Parasite_Exposure_Response
si:ch211-284o19.8	100007937	si:ch211-284o19.8	si:ch211-284o19.8	01_Parasite_Exposure_Response
tubb2b	641421	tubulin, beta 2b	tubb2b	01_Parasite_Exposure_Response
anxa5b	337132	annexin A5b	anxa5b	01_Parasite_Exposure_Response
armc7	767659	armadillo repeat containing 7	armc7	01_Parasite_Exposure_Response
agr2	335616	anterior gradient 2	agr2	01_Parasite_Exposure_Response
msraa	793910	methionine sulfoxide reductase Aa	msraa	01_Parasite_Exposure_Response
LOC101884777	101884777	butyrophilin-like protein 2	LOC101884777	01_Parasite_Exposure_Response
p2rx4b	387301	purinergic receptor P2X, ligand-gated ion channel, 4b	p2rx4b	01_Parasite_Exposure_Response
zgc:172339	564384	zgc:172339	zgc:172339	01_Parasite_Exposure_Response
pvalb7	402807	parvalbumin 7	pvalb7	01_Parasite_Exposure_Response
zranb2	406716	zinc finger, RAN-binding domain containing 2	zranb2	02_Historical_Contingency_Parasite_Response
lsm14b	393140	LSM family member 14B	lsm14b	02_Historical_Contingency_Parasite_Response
adam12b	563275	ADAM metallopeptidase domain 12b	adam12b	03_Historical_Contingency_Recovery
pla2g3	641423	phospholipase A2 group III	pla2g3	03_Historical_Contingency_Recovery
LOC795984	795984	uncharacterized LOC795984	LOC795984	03_Historical_Contingency_Recovery
lhx8a	378959	LIM homeobox 8a	lhx8a	03_Historical_Contingency_Recovery
LOC101882847	101882847	rho-associated protein kinase 1-like	LOC101882847	03_Historical_Contingency_Recovery
maml3	101886283	mastermind-like transcriptional coactivator 3	maml3	03_Historical_Contingency_Recovery
pmaip1	751765	phorbol-12-myristate-13-acetate-induced protein 1	pmaip1	03_Historical_Contingency_Recovery
mcfd2	449676	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	mcfd2	03_Historical_Contingency_Recovery
LOC110439307	110439307	uncharacterized LOC110439307	LOC110439307	03_Historical_Contingency_Recovery
LOC560278	560278	verrucotoxin subunit beta-like	LOC560278	03_Historical_Contingency_Recovery
znf1069	100126141	zinc finger protein 1069	znf1069	03_Historical_Contingency_Recovery
spire1a	557962	spire-type actin nucleation factor 1a	spire1a	03_Historical_Contingency_Recovery
ftr34	100301513	finTRIM family, member 34	ftr34	03_Historical_Contingency_Recovery
LOC101882702	101882702	golgin subfamily A member 6-like protein 22	LOC101882702	03_Historical_Contingency_Recovery
si:ch211-217k17.11	798849	si:ch211-217k17.11	si:ch211-217k17.11	03_Historical_Contingency_Recovery
LOC110438438	110438438	serine/threonine-protein kinase 38-like	LOC110438438	03_Historical_Contingency_Recovery
LOC100001589	100001589	tripartite motif-containing protein 47-like	LOC100001589	03_Historical_Contingency_Recovery
dhx58	100148871	DEXH (Asp-Glu-X-His) box polypeptide 58	dhx58	03_Historical_Contingency_Recovery
si:ch211-15j1.4	100149225	si:ch211-15j1.4	si:ch211-15j1.4	03_Historical_Contingency_Recovery
LOC101883008	101883008	zinc finger protein 664-like	LOC101883008	03_Historical_Contingency_Recovery
elmo2	100006857	engulfment and cell motility 2	elmo2	03_Historical_Contingency_Recovery
slco1c1	562772	solute carrier organic anion transporter family, member 1C1	slco1c1	03_Historical_Contingency_Recovery
rergla	436767	RERG/RAS-like a	rergla	03_Historical_Contingency_Recovery
cxcl14	58151	chemokine (C-X-C motif) ligand 14	cxcl14	03_Historical_Contingency_Recovery
blnk	405764	B cell linker	blnk	03_Historical_Contingency_Recovery
LOC100537840	100537840	E3 ubiquitin-protein ligase rnf213-alpha-like	LOC100537840	03_Historical_Contingency_Recovery
tnfa	405785	tumor necrosis factor a (TNF superfamily, member 2)	tnfa	03_Historical_Contingency_Recovery
faah	569067	fatty acid amide hydrolase	faah	03_Historical_Contingency_Recovery
ly6m5	101882984	lymphocyte antigen 6 family member M5	ly6m5	03_Historical_Contingency_Recovery
vps33a	448942	VPS33A core subunit of CORVET and HOPS complexes	vps33a	03_Historical_Contingency_Recovery
rnf213a	503775	ring finger protein 213a	rnf213a	03_Historical_Contingency_Recovery
irf3	564854	interferon regulatory factor 3	irf3	03_Historical_Contingency_Recovery
LOC101883092	101883092	interferon-induced very large GTPase 1-like	LOC101883092	03_Historical_Contingency_Recovery
LOC103910189	103910189	interferon-induced very large GTPase 1-like	LOC103910189	03_Historical_Contingency_Recovery
sash1b	566448	SAM and SH3 domain containing 1b	sash1b	03_Historical_Contingency_Recovery
vim	140599	vimentin	vim	03_Historical_Contingency_Recovery
pstpip1b	641582	proline-serine-threonine phosphatase interacting protein 1b	pstpip1b	03_Historical_Contingency_Recovery
hspa8	573376	heat shock protein 8	hspa8	03_Historical_Contingency_Recovery
tmem106a	407612	transmembrane protein 106A	tmem106a	03_Historical_Contingency_Recovery
zgc:56106	393163	zgc:56106	zgc:56106	03_Historical_Contingency_Recovery
si:ch1073-406l10.2	100536977	si:ch1073-406l10.2	si:ch1073-406l10.2	03_Historical_Contingency_Recovery
prr5a	555584	proline rich 5a (renal)	prr5a	03_Historical_Contingency_Recovery
LOC793010	793010	GTPase IMAP family member 8-like	LOC793010	03_Historical_Contingency_Recovery
si:ch211-125e6.14	100002523	si:ch211-125e6.14	si:ch211-125e6.14	03_Historical_Contingency_Recovery
igf2bp2b	557028	insulin-like growth factor 2 mRNA binding protein 2b	igf2bp2b	03_Historical_Contingency_Recovery
ugt5g1	570913	UDP glucuronosyltransferase 5 family, polypeptide G1	ugt5g1	03_Historical_Contingency_Recovery
LOC108183350	108183350	protein NLRC3-like	LOC108183350	03_Historical_Contingency_Recovery
zgc:171506	792896	zgc:171506	zgc:171506	03_Historical_Contingency_Recovery
pld4	101885476	phospholipase D family member 4	pld4	03_Historical_Contingency_Recovery
